agency_cd,site_no,datetime,discharge-cuft
USGS,9058000,4/28/20,1050
USGS,9058000,4/29/20,1220
USGS,9058000,4/30/20,1230
USGS,9058000,5/1/20,1290
USGS,9058000,5/2/20,1500
USGS,9058000,5/3/20,1640
USGS,9058000,5/4/20,1740
USGS,9058000,5/5/20,1730
USGS,9058000,5/6/20,1750
USGS,9058000,5/7/20,1710
USGS,9058000,5/8/20,1660
USGS,9058000,5/9/20,1600
USGS,9058000,5/10/20,1570
USGS,9058000,5/11/20,1620
USGS,9058000,5/12/20,1810
USGS,9058000,5/13/20,1950
USGS,9058000,5/14/20,2140
USGS,9058000,5/15/20,2150
USGS,9058000,5/16/20,2140
USGS,9058000,5/17/20,2080
USGS,9058000,5/18/20,2070
USGS,9058000,5/19/20,2120
USGS,9058000,5/20/20,2210
USGS,9058000,5/21/20,2290
USGS,9058000,5/22/20,2240
USGS,9058000,5/23/20,2110
USGS,9058000,5/24/20,2040
USGS,9058000,5/25/20,2050
USGS,9058000,5/26/20,1900
USGS,9058000,5/27/20,1760
USGS,9058000,5/28/20,1670
USGS,9058000,5/29/20,1660
USGS,9058000,5/30/20,2460
USGS,9058000,5/31/20,3130
USGS,9058000,6/1/20,3340
USGS,9058000,6/2/20,3450
USGS,9058000,6/3/20,3450
USGS,9058000,6/4/20,3010
USGS,9058000,6/5/20,2310
USGS,9058000,6/6/20,1900
USGS,9058000,6/7/20,1730
USGS,9058000,6/8/20,1600
USGS,9058000,6/9/20,1630
USGS,9058000,6/10/20,1600
USGS,9058000,6/11/20,1420
USGS,9058000,6/12/20,1370
USGS,9058000,6/13/20,1240
USGS,9058000,6/14/20,1170
USGS,9058000,6/15/20,1180
USGS,9058000,6/16/20,1070
USGS,9058000,6/17/20,929
USGS,9058000,6/18/20,931
USGS,9058000,6/19/20,1020
USGS,9058000,6/20/20,1080
USGS,9058000,6/21/20,987
USGS,9058000,6/22/20,962
USGS,9058000,6/23/20,949
USGS,9058000,6/24/20,989
USGS,9058000,6/25/20,1330
USGS,9058000,6/26/20,1590
USGS,9058000,6/27/20,1650
USGS,9058000,6/28/20,1670
USGS,9058000,6/29/20,1680
USGS,9058000,6/30/20,1510
USGS,9058000,7/1/20,1410
USGS,9058000,7/2/20,1250
USGS,9058000,7/3/20,1010
USGS,9058000,7/4/20,978
USGS,9058000,7/5/20,1060
USGS,9058000,7/6/20,1140
USGS,9058000,7/7/20,1090
USGS,9058000,7/8/20,1020
USGS,9058000,7/9/20,1020
USGS,9058000,7/10/20,913
USGS,9058000,7/11/20,853
USGS,9058000,7/12/20,800
USGS,9058000,7/13/20,794
USGS,9058000,7/14/20,778
USGS,9058000,7/15/20,826
USGS,9058000,7/16/20,928
USGS,9058000,7/17/20,888
USGS,9058000,7/18/20,852
USGS,9058000,7/19/20,848
USGS,9058000,7/20/20,848
USGS,9058000,7/21/20,851
USGS,9058000,7/22/20,837
USGS,9058000,7/23/20,886
USGS,9058000,7/24/20,885
USGS,9058000,7/25/20,1020
USGS,9058000,7/26/20,1070
USGS,9058000,7/27/20,1020
USGS,9058000,7/28/20,951
USGS,9058000,7/29/20,1040
USGS,9058000,7/30/20,986
USGS,9058000,7/31/20,997
USGS,9058000,8/1/20,1060
USGS,9058000,8/2/20,1120
USGS,9058000,8/3/20,1160
USGS,9058000,8/4/20,1170
USGS,9058000,8/5/20,1160
USGS,9058000,8/6/20,1180
USGS,9058000,8/7/20,1290
USGS,9058000,8/8/20,1320
USGS,9058000,8/9/20,1320
USGS,9058000,8/10/20,1300
USGS,9058000,8/11/20,1270
USGS,9058000,8/12/20,1330
USGS,9058000,8/13/20,1310
USGS,9058000,8/14/20,1250
USGS,9058000,8/15/20,1230
USGS,9058000,8/16/20,1220
USGS,9058000,8/17/20,1220
USGS,9058000,8/18/20,1240
USGS,9058000,8/19/20,1220
USGS,9058000,8/20/20,1150
USGS,9058000,8/21/20,1110
USGS,9058000,8/22/20,1110
USGS,9058000,8/23/20,1100
USGS,9058000,8/24/20,1090
USGS,9058000,8/25/20,1070
USGS,9058000,8/26/20,1040
USGS,9058000,8/27/20,1020
USGS,9058000,8/28/20,1030
USGS,9058000,8/29/20,1080
USGS,9058000,8/30/20,1120
USGS,9058000,8/31/20,1060
USGS,9058000,9/1/20,1010
USGS,9058000,9/2/20,984
USGS,9058000,9/3/20,971
USGS,9058000,9/4/20,988
USGS,9058000,9/5/20,1030
USGS,9058000,9/6/20,1010
USGS,9058000,9/7/20,1030
USGS,9058000,9/8/20,1030
USGS,9058000,9/9/20,1030
USGS,9058000,9/10/20,920
USGS,9058000,9/11/20,777
USGS,9058000,9/12/20,746
USGS,9058000,9/13/20,677
USGS,9058000,9/14/20,686
USGS,9058000,9/15/20,750
USGS,9058000,9/16/20,762
USGS,9058000,9/17/20,737
USGS,9058000,9/18/20,729
USGS,9058000,9/19/20,758
USGS,9058000,9/20/20,775
USGS,9058000,9/21/20,766
USGS,9058000,9/22/20,801
USGS,9058000,9/23/20,833
USGS,9058000,9/24/20,827
USGS,9058000,9/25/20,811
USGS,9058000,9/26/20,805
USGS,9058000,9/27/20,804
USGS,9058000,9/28/20,845
USGS,9058000,9/29/20,819
USGS,9058000,9/30/20,805
USGS,9058000,10/1/20,781
USGS,9058000,10/2/20,754
USGS,9058000,10/3/20,756
USGS,9058000,10/4/20,758
USGS,9058000,10/5/20,762
USGS,9058000,10/6/20,775
USGS,9058000,10/7/20,785
USGS,9058000,10/8/20,788
USGS,9058000,10/9/20,787
USGS,9058000,10/10/20,785
USGS,9058000,10/11/20,783
USGS,9058000,10/12/20,760
USGS,9058000,10/13/20,724
USGS,9058000,10/14/20,705
USGS,9058000,10/15/20,701
USGS,9058000,10/16/20,688
USGS,9058000,10/17/20,716
USGS,9058000,10/18/20,715
USGS,9058000,10/19/20,718
USGS,9058000,10/20/20,747
USGS,9058000,10/21/20,706
USGS,9058000,10/22/20,663
USGS,9058000,10/23/20,701
USGS,9058000,10/24/20,684
USGS,9058000,10/25/20,681
USGS,9058000,10/26/20,629
USGS,9058000,10/27/20,596
USGS,9058000,10/28/20,571
USGS,9058000,10/29/20,470
USGS,9058000,10/30/20,439
USGS,9058000,10/31/20,445
USGS,9058000,11/1/20,456
USGS,9058000,11/2/20,457
USGS,9058000,11/3/20,479
USGS,9058000,11/4/20,473
USGS,9058000,11/5/20,481
USGS,9058000,11/6/20,502
USGS,9058000,11/7/20,503
USGS,9058000,11/8/20,525
USGS,9058000,11/9/20,514
USGS,9058000,11/10/20,536
USGS,9058000,11/11/20,536
USGS,9058000,11/12/20,539
USGS,9058000,11/13/20,479
USGS,9058000,11/14/20,477
USGS,9058000,11/15/20,445
USGS,9058000,11/16/20,482
USGS,9058000,11/17/20,432
USGS,9058000,11/18/20,468
USGS,9058000,11/19/20,481
USGS,9058000,11/20/20,476
USGS,9058000,11/21/20,466
USGS,9058000,11/22/20,448
USGS,9058000,11/23/20,452
USGS,9058000,11/24/20,494
USGS,9058000,11/25/20,469
USGS,9058000,11/26/20,476
USGS,9058000,11/27/20,483
USGS,9058000,11/28/20,486
USGS,9058000,11/29/20,500
USGS,9058000,11/30/20,487
USGS,9058000,12/1/20,482
USGS,9058000,12/2/20,463
USGS,9058000,12/3/20,411
USGS,9058000,12/4/20,400
USGS,9058000,12/5/20,408
USGS,9058000,12/6/20,419
USGS,9058000,12/7/20,424
USGS,9058000,12/8/20,394
USGS,9058000,12/9/20,375
USGS,9058000,12/10/20,372
USGS,9058000,12/11/20,384
USGS,9058000,12/12/20,369
USGS,9058000,12/13/20,358
USGS,9058000,12/14/20,352
USGS,9058000,12/15/20,335
USGS,9058000,12/16/20,334
USGS,9058000,12/17/20,328
USGS,9058000,12/18/20,327
USGS,9058000,12/19/20,337
USGS,9058000,12/20/20,336
USGS,9058000,12/21/20,338
USGS,9058000,12/22/20,332
USGS,9058000,12/23/20,333
USGS,9058000,12/24/20,334
USGS,9058000,12/25/20,327
USGS,9058000,12/26/20,320
USGS,9058000,12/27/20,317
USGS,9058000,12/28/20,321
USGS,9058000,12/29/20,327
USGS,9058000,12/30/20,327
USGS,9058000,12/31/20,334
USGS,9058000,1/1/21,336
USGS,9058000,1/2/21,340
USGS,9058000,1/3/21,341
USGS,9058000,1/4/21,336
USGS,9058000,1/5/21,335
USGS,9058000,1/6/21,332
USGS,9058000,1/7/21,326
USGS,9058000,1/8/21,326
USGS,9058000,1/9/21,326
USGS,9058000,1/10/21,321
USGS,9058000,1/11/21,319
USGS,9058000,1/12/21,316
USGS,9058000,1/13/21,322
USGS,9058000,1/14/21,324
USGS,9058000,1/15/21,328
USGS,9058000,1/16/21,332
USGS,9058000,1/17/21,334
USGS,9058000,1/18/21,334
USGS,9058000,1/19/21,333
USGS,9058000,1/20/21,333
USGS,9058000,1/21/21,337
USGS,9058000,1/22/21,340
USGS,9058000,1/23/21,344
USGS,9058000,1/24/21,340
USGS,9058000,1/25/21,339
USGS,9058000,1/26/21,338
USGS,9058000,1/27/21,338
USGS,9058000,1/28/21,339
USGS,9058000,1/29/21,339
USGS,9058000,1/30/21,340
USGS,9058000,1/31/21,340
USGS,9058000,2/1/21,343
USGS,9058000,2/2/21,342
USGS,9058000,2/3/21,343
USGS,9058000,2/4/21,344
USGS,9058000,2/5/21,346
USGS,9058000,2/6/21,348
USGS,9058000,2/7/21,352
USGS,9058000,2/8/21,357
USGS,9058000,2/9/21,360
USGS,9058000,2/10/21,361
USGS,9058000,2/11/21,361
USGS,9058000,2/12/21,361
USGS,9058000,2/13/21,358
USGS,9058000,2/14/21,353
USGS,9058000,2/15/21,348
USGS,9058000,2/16/21,349
USGS,9058000,2/17/21,347
USGS,9058000,2/18/21,342
USGS,9058000,2/19/21,336
USGS,9058000,2/20/21,342
USGS,9058000,2/21/21,344
USGS,9058000,2/22/21,340
USGS,9058000,2/23/21,334
USGS,9058000,2/24/21,333
USGS,9058000,2/25/21,331
USGS,9058000,2/26/21,329
USGS,9058000,2/27/21,327
USGS,9058000,2/28/21,322
USGS,9058000,3/1/21,322
USGS,9058000,3/2/21,313
USGS,9058000,3/3/21,331
USGS,9058000,3/4/21,330
USGS,9058000,3/5/21,332
USGS,9058000,3/6/21,333
USGS,9058000,3/7/21,348
USGS,9058000,3/8/21,352
USGS,9058000,3/9/21,358
USGS,9058000,3/10/21,359
USGS,9058000,3/11/21,361
USGS,9058000,3/12/21,362
USGS,9058000,3/13/21,365
USGS,9058000,3/14/21,370
USGS,9058000,3/15/21,379
USGS,9058000,3/16/21,387
USGS,9058000,3/17/21,395
USGS,9058000,3/18/21,442
USGS,9058000,3/19/21,459
USGS,9058000,3/20/21,486
USGS,9058000,3/21/21,536
USGS,9058000,3/22/21,514
USGS,9058000,3/23/21,506
USGS,9058000,3/24/21,496
USGS,9058000,3/25/21,497
USGS,9058000,3/26/21,450
USGS,9058000,3/27/21,453
USGS,9058000,3/28/21,456
USGS,9058000,3/29/21,493
USGS,9058000,3/30/21,539
USGS,9058000,3/31/21,523
USGS,9058000,4/1/21,543
USGS,9058000,4/2/21,707
USGS,9058000,4/3/21,752
USGS,9058000,4/4/21,828
USGS,9058000,4/5/21,925
USGS,9058000,4/6/21,951
USGS,9058000,4/7/21,816
USGS,9058000,4/8/21,720
USGS,9058000,4/9/21,
USGS,9058000,4/10/21,
USGS,9058000,4/11/21,
USGS,9058000,4/12/21,
USGS,9058000,4/13/21,
USGS,9058000,4/14/21,745
USGS,9058000,4/15/21,764
USGS,9058000,4/16/21,873
USGS,9058000,4/17/21,953
USGS,9058000,4/18/21,1050
USGS,9058000,4/19/21,1070
USGS,9058000,4/20/21,1030
USGS,9058000,4/21/21,1090
USGS,9058000,4/22/21,1110
USGS,9058000,4/23/21,1110
USGS,9058000,4/24/21,1160
USGS,9058000,4/25/21,1000
USGS,9058000,4/26/21,869
USGS,9058000,4/27/21,943
USGS,9058000,4/28/21,1040
USGS,9058000,4/29/21,1100
USGS,9058000,4/30/21,929
USGS,9058000,5/1/21,514
USGS,9058000,5/2/21,608
USGS,9058000,5/3/21,766
USGS,9058000,5/4/21,580
USGS,9058000,5/5/21,564
USGS,9058000,5/6/21,457
USGS,9058000,5/7/21,535
USGS,9058000,5/8/21,598
USGS,9058000,5/9/21,626
USGS,9058000,5/10/21,520
USGS,9058000,5/11/21,592
USGS,9058000,5/12/21,606
USGS,9058000,5/13/21,456
USGS,9058000,5/14/21,409
USGS,9058000,5/15/21,363
USGS,9058000,5/16/21,354
USGS,9058000,5/17/21,386
USGS,9058000,5/18/21,407
USGS,9058000,5/19/21,377
USGS,9058000,5/20/21,383
USGS,9058000,5/21/21,361
USGS,9058000,5/22/21,337
USGS,9058000,5/23/21,348
USGS,9058000,5/24/21,361
USGS,9058000,5/25/21,335
USGS,9058000,5/26/21,335
USGS,9058000,5/27/21,351
USGS,9058000,5/28/21,340
USGS,9058000,5/29/21,368
USGS,9058000,5/30/21,479
USGS,9058000,5/31/21,533
USGS,9058000,6/1/21,440
USGS,9058000,6/2/21,419
USGS,9058000,6/3/21,397
USGS,9058000,6/4/21,342
USGS,9058000,6/5/21,320
USGS,9058000,6/6/21,444
USGS,9058000,6/7/21,513
USGS,9058000,6/8/21,507
USGS,9058000,6/9/21,502
USGS,9058000,6/10/21,453
USGS,9058000,6/11/21,439
USGS,9058000,6/12/21,425
USGS,9058000,6/13/21,383
USGS,9058000,6/14/21,364
USGS,9058000,6/15/21,375
USGS,9058000,6/16/21,430
USGS,9058000,6/17/21,432
USGS,9058000,6/18/21,455
USGS,9058000,6/19/21,464
USGS,9058000,6/20/21,469
USGS,9058000,6/21/21,530
USGS,9058000,6/22/21,516
USGS,9058000,6/23/21,474
USGS,9058000,6/24/21,501
USGS,9058000,6/25/21,595
USGS,9058000,6/26/21,575
USGS,9058000,6/27/21,579
USGS,9058000,6/28/21,558
USGS,9058000,6/29/21,584
USGS,9058000,6/30/21,
USGS,9058000,7/1/21,591
USGS,9058000,7/2/21,610
USGS,9058000,7/3/21,643
USGS,9058000,7/4/21,583
USGS,9058000,7/5/21,619
USGS,9058000,7/6/21,695
USGS,9058000,7/7/21,689
USGS,9058000,7/8/21,613
USGS,9058000,7/9/21,715
USGS,9058000,7/10/21,752
USGS,9058000,7/11/21,765
USGS,9058000,7/12/21,888
USGS,9058000,7/13/21,903
USGS,9058000,7/14/21,986
USGS,9058000,7/15/21,1060
USGS,9058000,7/16/21,961
USGS,9058000,7/17/21,972
USGS,9058000,7/18/21,884
USGS,9058000,7/19/21,879
USGS,9058000,7/20/21,952
USGS,9058000,7/21/21,1030
USGS,9058000,7/22/21,1120
USGS,9058000,7/23/21,1070
USGS,9058000,7/24/21,1020
USGS,9058000,7/25/21,981
USGS,9058000,7/26/21,1010
USGS,9058000,7/27/21,1130
USGS,9058000,7/28/21,1090
USGS,9058000,7/29/21,1170
USGS,9058000,7/30/21,1050
USGS,9058000,7/31/21,803
USGS,9058000,8/1/21,818
USGS,9058000,8/2/21,530
USGS,9058000,8/3/21,487
USGS,9058000,8/4/21,700
USGS,9058000,8/5/21,845
USGS,9058000,8/6/21,845
USGS,9058000,8/7/21,863
USGS,9058000,8/8/21,912
USGS,9058000,8/9/21,940
USGS,9058000,8/10/21,965
USGS,9058000,8/11/21,1050
USGS,9058000,8/12/21,1040
USGS,9058000,8/13/21,1140
USGS,9058000,8/14/21,1070
USGS,9058000,8/15/21,1140
USGS,9058000,8/16/21,1120
USGS,9058000,8/17/21,1120
USGS,9058000,8/18/21,1100
USGS,9058000,8/19/21,1130
USGS,9058000,8/20/21,1140
USGS,9058000,8/21/21,1170
USGS,9058000,8/22/21,1160
USGS,9058000,8/23/21,1140
USGS,9058000,8/24/21,1160
USGS,9058000,8/25/21,1160
USGS,9058000,8/26/21,1160
USGS,9058000,8/27/21,1190
USGS,9058000,8/28/21,1150
USGS,9058000,8/29/21,1150
USGS,9058000,8/30/21,1140
USGS,9058000,8/31/21,1150
USGS,9058000,9/1/21,1200
USGS,9058000,9/2/21,1280
USGS,9058000,9/3/21,1260
USGS,9058000,9/4/21,1280
USGS,9058000,9/5/21,1260
USGS,9058000,9/6/21,1190
USGS,9058000,9/7/21,1180
USGS,9058000,9/8/21,1170
USGS,9058000,9/9/21,1170
USGS,9058000,9/10/21,1210
USGS,9058000,9/11/21,1180
USGS,9058000,9/12/21,1110
USGS,9058000,9/13/21,1060
USGS,9058000,9/14/21,1070
USGS,9058000,9/15/21,1010
USGS,9058000,9/16/21,975
